FAERS_drug_match,lookup_value
AMNIOCAPROIC ACID,Scrub-palmetto
EPSILON-AMINOCAPROIC ACID,Scrub-palmetto
LEVETIRACETAM AMINOCAPROIC ACID,Scrub-palmetto
CAPRYLIC ACID.,Scrub-palmetto
IRON CAPRYLIC ACID,Scrub-palmetto
LAURIC ACID POW,Scrub-palmetto
ALPHA LINOLENIC ACID,Scrub-palmetto
ALPHA-LINOLENIC ACID (OMEGA-3),Scrub-palmetto
"FLAXSEED PRIMROSE OIL (GAMOLENIC ACID, LINOLEIC ACID, LINOLENIC ACID) CAPSULE",Scrub-palmetto
GAMMA LINOLENIC ACID,Scrub-palmetto
GAMMA-LINOLENIC ACID (GAMMA-LINOLENIC ACID) UNKNOWN,Scrub-palmetto
LINOLEIC ACID W/LINOLENIC ACID,Scrub-palmetto
NEUTROGENA (CASTROL OIL/COCONUT OIL/STEARIC ACID/TROLAMINE LAURYLSULFA,Scrub-palmetto
"PLANT STEROL (SITOSTEROL, STIGMASTANOL)",Scrub-palmetto
"BIAFINE(BIAFINE /00834001/)(PROPYLENE GLYCOL, TROLAMINE, ETHYLENE GLYCOL MONOSTEARATE, STEARYL ALCOHOL, CETYL PALMITATE, PARAFFIN, PARAFFIN, LIQUID, SODIUM ALGINATE)",Moringa
"BIAFINE (PROPYLENE GLYCOL, STEARYL ALCOHOL, ETHYLENE GLYCOL MONOSTEARA",Moringa
"BIAFINE (STEARYL ALCOHOL, ETHYLENE GLYCOL, MONOSTEARATE TROLAMINE)",Moringa
"CETAPHIL (STEARYL ALCOHOL, PROPYLENE GLYCOL)",Moringa
CETOMACROGOL 1000 AND CETOSTEARYL ALCOHOL AND DECYL OLEATE AND SORBIC,Moringa
CETOMACROGOL 1000;CETOSTEARYL ALCOHOL;CHLOROCRESOL;PARAFFIN;PETROLATUM,Moringa
CETOMACROGOL 1000/CETOSTEARYL ALCOHOL/CHLOROCRESOL/PARAFFIN/PETROLATUM,Moringa
CETOMACROGOL 1000/CETOSTEARYL ALCOHOL/METHYLPARABEN E218/PARAFFIN/PROPYLPARABEN E216/WHITE SOFT PARA,Moringa
CETOMACROGOL 1000 W/CETOSTEARYL ALCOHOL/CHLOR,Moringa
"CETOMACROGOL [CETOMACROGOL 1000,CETOSTEARYL ALCOHOL]",Moringa
CETOMACROGOL/CETOSTEARYL ALCOHOL/CHLOROCRESOL/PARAFFIN/PETROLATUM,Moringa
"CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, WHITE SOFT PARAFF",Moringa
"CETOMACROGOL;CETOSTEARYL ALCOHOL;PARAFFIN, LIQUID;WHITE SOFT PARAFFIN",Moringa
"CETOMACROGOL/CETOSTEARYL ALCOHOL/PARAFFIN, LIQUID/WHITE SOFT PARAFFIN",Moringa
CETOSTEARYL ALCOHOL AND PHENOXYETHANOL AND SODIUM LAURYL SULFATE,Moringa
CETOSTEARYL ALCOHOL/LANOLIN/VASELINE,Moringa
CETYL PALMITATE\PARAFFIN\PROPYLENE GLYCOL\SODIUM ALGINATE\STEARYL ALCOHOL\TROLAMINE,Moringa
"DIPROBASE /01132701/ (CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, WHITE SOFT PARAFFIN) 05/08/2014 TO 06/05/2014",Moringa
"DIPROBASE /01132701/ (CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, WITHE SOFT PARAFFIN)",Moringa
"DIPROBASE (CETOMAC/CETOSTEARYL ALCOHOL/PARRAFIN, LIQUID/WHITE SOFT PAR",Moringa
"DIPROBASE (CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, WHITE",Moringa
CREST PRO HEALTH CLEAN CINNAMON FLAVOR TOOTHPASTE,Cinnamon
"CREST PRO-HEALTH TOOTHPASTE, CLEAN CINNAMON FLAVOR (SODIUM POLYPHOSPHA",Cinnamon
"CREST PRO-HEALTH TOOTHPASTE, CLEAN CINNAMON FLAVOR(SODIUM  POLYPHOSPHA",Cinnamon
"CREST WHITENING EXPRESSION, CINNAMON RUSH FLAVOR (SODIUM FLUORIDE .243",Cinnamon
"CREST WHITENING EXPRESSIONS, CINNAMON RUSH FLAVOR (SODIUM FLUORIDE .24",Cinnamon
DORICO CHA (APPLE/CINNAMON),Cinnamon
THERAFLU FLU + SORE THROAT APPLE CINNAMON NOVARTIS LOT # 10057499 EXP,Cinnamon
BIO-FLAX,Flax seed
BIO?FLAX,Flax seed
FLAXOIL,Flax seed
FLAXOL,Flax seed
OLAYFEMFACCLNSGCLNSGINFUSIONCRUSHEDGINGERFACWASHNORSCNT150ML,Ginger
BLACK TEA,Green tea
OOLONG TEA,Green tea
ACAI BERRY (ACAI W/ WHITE TEA),Green tea
DECAFFEINATED TEAS,Green tea
ICE TEA WITH PEACH,Green tea
MOISTURIZER (GREEN TEA),Green tea
OOLONG-TEA,Green tea
"POLYPHENON E -GREEN TEA- 200 MG EGCG POLYPHENON E, INTERNATIONAL, INC.",Green tea
TEA (AS DRUG),Green tea
TEA (BLACK),Green tea
WHITE TEA,Green tea
WHITE TEA SUPPLEMENT,Green tea
YARROW TEA,Green tea
YELLOW ROOT TEA,Green tea
CHEMPROPHYLAXIS TREATMENT,Hemp extract
MARCUMAR (PHEMPROCOUMON),Hemp extract
WESTERN WATERHEMP POLLEN,Hemp extract
ACV PLUS WITH GREEN TEA,Green tea
AL0082706 ALBA BOTANICA HW SUNSCREEN GREEN TEA SPF45,Green tea
ALBA BOTANICA HW SUNSCREEN GREEN TEA SPF45,Green tea
APPLE CIDER VINEGAR + GREEN TEA SUPPLEMENT,Green tea
AUSTRALIAN GREEN TEA,Green tea
BIOTIN BLACK KOHOSH GREEN TEA GINSENG,Green tea
CARDIO TEA (BLACK AND GREEN TEA),Green tea
CHINESE HERBAL TEA,Green tea
EGCE GREEN TEA,Green tea
"EXOLISE (CAMELLIA SINENSIS, TEA, GREEN)",Green tea
HERBAL TEA (GREEN CHAMOMILE),Green tea
"HERBAL TEAS (MINT, GREEN)",Green tea
"HERBAL TEAS (WHITE, GREEN, OOLONG, ELDERBERRY, DANDILION)",Green tea
MRGA-T GREEN TEA,Green tea
MVI WITH GREEN TEA,Green tea
PPROACTIV GREEN TEA MOISTURIZER,Green tea
REPLENISHING GREEN TEA CLEANSER,Green tea
"TIGHT (ANHYD CAFFEINE,GRN TEA EXT,FORSLEAN,SYNEPHRINE,SCAREOLIDE,YOHIM",Green tea
CANNIBIDIOL OIL,Hemp extract
20% CBD,Hemp extract
5.6%CBD/3.7%THC DRONABINOL (VAPOR),Hemp extract
BIO REMEDIES PUFCBD,Hemp extract
BREEZ (CBD/THC),Hemp extract
CANNABID CBD/THC,Hemp extract
CANNAVALLEY [CBD],Hemp extract
"CANN I BE SO EXTRA TROP THE BEAT 1,000 MG FULL SPECTRUM CBD OIL",Hemp extract
CANNIMED OIL (CBD\THC),Hemp extract
CBD 25 MG,Hemp extract
CBD 35MG,Hemp extract
CBD 5MG,Hemp extract
CBD ADREXOL,Hemp extract
CBD ALIVE,Hemp extract
CBD BALM,Hemp extract
CBD BALM - EXTRA STRENGTH,Hemp extract
CBD CANDIES,Hemp extract
CBD CAPSULE,Hemp extract
CBD CAPSULES,Hemp extract
CBD/CBD OIL VAPE,Hemp extract
CBD CREAM,Hemp extract
CBD DROPS,Hemp extract
CBD DROPS (ONYX + ROSE BROAD SPECTRUM),Hemp extract
CBD EDIBLE,Hemp extract
CBD ESSENTIAL OIL OINTMENT,Hemp extract
CBD EXTRACT,Hemp extract
CBD EXTRACT OIL,Hemp extract
CBD FLAXSEES COMBO,Hemp extract
CBD FOOD SUPPLEMENTS,Hemp extract
CBD GUMMIES,Hemp extract
CBD GUMMY,Hemp extract
CBD GUMMY 3MG,Hemp extract
CBD GUMMY BEAR,Hemp extract
CBD INTENSIVE CREAM,Hemp extract
CBDISTILLERY 33MG CBD PER SERVING FULL SPECTRUM HEMP SUPPLEMENT,Hemp extract
CBD KINGS,Hemp extract
CBD LOTION,Hemp extract
CBD  OIL,Hemp extract
CBD - OIL,Hemp extract
"CBD OIL,",Hemp extract
CBD OIL 50 MG,Hemp extract
CBD OIL 5M/DAY,Hemp extract
CBD OIL 750 MG,Hemp extract
CBD OIL: 7MG CBD/1ML,Hemp extract
CBD OIL CRYSTAL ISOLATE 1500MG (AND GUMMIES),Hemp extract
CBD OIL INA CREAM,Hemp extract
CBD OIL (NON-ABBVIE),Hemp extract
CBD OIL (NOS),Hemp extract
CBD OIL-PALMETTO HARMONY,Hemp extract
CBD OIL PLUS,Hemp extract
CBD OILS,Hemp extract
CBD OIL TABLET,Hemp extract
CBD OINTMENT,Hemp extract
CBD-OLIE,Hemp extract
CBD ORAL DROPS,Hemp extract
CBD PASTE,Hemp extract
CBDROP FULL SPECTRUM OIL,Hemp extract
CBD SALVE,Hemp extract
CBD SOFTGELS (CBD) BY TWEED,Hemp extract
CBD +STRESS DEFY,Hemp extract
CBD SUPPLEMENT,Hemp extract
CBD TABLETS,Hemp extract
CBD;THC,Hemp extract
CBD/THC,Hemp extract
CBD/THC OIL,Hemp extract
CBD/THC VAPING OIL,Hemp extract
CBD TOBACCO TO RELAX,Hemp extract
CBD VAPE AND BALM,Hemp extract
CBD VAPE PEN,Hemp extract
CBD VAPING,Hemp extract
CHOCOLATE CHIP COOKIE [CBD],Hemp extract
CREATING BETTER DAYS PEACH POPS TANGY ORANGE 50MG CBD INFUSED,Hemp extract
CRISP CBD,Hemp extract
CTFO (CHANGING THE FUTURE OUTCOME) 10XPURE CBD HEMP OIL,Hemp extract
CV SCIENCE CBD OIL,Hemp extract
CYPRESS HEMP CBD OMEGAS,Hemp extract
ELIXIR / CBD OIL TREATMENT,Hemp extract
EVOLUTION CBD OILS,Hemp extract
FEALS [CBD],Hemp extract
FULL SPECTRUM CBD OIL 850MG,Hemp extract
HAYLEIGHS HOPE CBD OIL,Hemp extract
HEEL BALM WITH CBD AND MENTHOL,Hemp extract
HEMPLUCID CBD OIL 1000 MG VAPING,Hemp extract
HEMPTRANCE NATURAL CBD GUMMIES,Hemp extract
HEMPWORX CBD OIL,Hemp extract
JOINT VIBRANCE + CBD,Hemp extract
JOY ORGANICS CBD OIL 500MG,Hemp extract
JUST CBD GUMMIES,Hemp extract
KOI CBD,Hemp extract
KOICBD PRODUCTS,Hemp extract
LEAF AND FLOWER CBD CONDITIONER,Hemp extract
LEAF AND FLOWER CBD SHAMPOO,Hemp extract
LEGENDARY CARTS [THC/CBD],Hemp extract
"LIBERTY CBD TINCTURE, JACKSON'S COURAGE",Hemp extract
LIFE STREAMS CBD GUMMY,Hemp extract
MAGIC LEAF OGKOSH 1000MG/3ML CBD VAPE CARTRIDGE,Hemp extract
MAGIC LEAF STRAWBERRY 1000MG/3ML CBD VAPE CARTRIDGE,Hemp extract
MEDICAL CBD,Hemp extract
MINERAL HEALTH 1000MG CBD,Hemp extract
"MIRACLE LEAF CBD - EXTRA STRENGTH, 1200 MG",Hemp extract
NATIVE LIPOSOMAL CBD EXTRACT SPRAY,Hemp extract
NEW LEAF CBD OIL,Hemp extract
NOVO 2 VAPE PEN (CBD),Hemp extract
NULEAF NATURALS CBD,Hemp extract
NULEAF NATURALS FULL SPECTRUM CBD OIL,Hemp extract
OPTIMACBD CBD 4%,Hemp extract
ORGANABUS SILVER ORGANIC CBD VAPOR LIQUID,Hemp extract
ORGANIC SMART CARTS (CBD\THC),Hemp extract
PAIN STICK [CBD\MENTHOL],Hemp extract
PRO RESTORE CBD+,Hemp extract
PURE ALOE VERA GEL HEADACHE + SORE MUSCLES RUB [CBD],Hemp extract
PUREKANA PREMIUM CBD OIL DROPS,Hemp extract
PURIFIED CBD (CANNABIDLOL) ORA SOLUTION,Hemp extract
"QUEEN BEE NATURALS , CBD QUEEN",Hemp extract
RED DEVIL KRATOM WATER SOLUBLE CBD,Hemp extract
RELAX FULL SPECTRUM CBD OIL,Hemp extract
RELIEF VAPE PEN 1:9 CBD:THC,Hemp extract
RESCUE BLEND RAW ORGANIC HONEY WITH CBD 250 MG,Hemp extract
RESET BIOSCIENCE BALANCE 300MG 99%+ NANO LIPOSOMAL ORGANIC HEMP CBD,Hemp extract
RSO CBD 2:1,Hemp extract
SKIN KUSHION BY MONAT BODY BUTTER (CBD),Hemp extract
SOUR WORMS 10 PIECE [CBD],Hemp extract
"STRAINLY INTERNET SIGHT THC POLLEN (CBD, THC)",Hemp extract
SUNMED FULL SPECTRUM TINCTURE CBD OIL 750 MG,Hemp extract
SUNMED VEGAN GUMMY BEARS WITH 5MG CBD,Hemp extract
THC/CBD,Hemp extract
THC/CBD CARTRIDGE,Hemp extract
THC/CBD OIL,Hemp extract
T?RELIEF CBD+13 SUBLINGUAL,Hemp extract
TRUORGANICS HIGH CBD OIL TINCTURE 900MG CBD,Hemp extract
TURMERIC + CBD,Hemp extract
ULTIMATE CBD VAPE ADDITIVE (CBD OIL),Hemp extract
ULTRA CBD EXTRACT,Hemp extract
VAPING CBD OIL,Hemp extract
WANA SOUR GUMMIES 50:1 CBD/THC,Hemp extract
BARBADOS BLITZ POTPOURRI (SYNTHETIC MARIJUANA),Hemp extract
CANNIBAL (SYNTHETIC FORM OF MARIJUANA),Hemp extract
ASHWAY + HA,Ashwaganda
ADVANDA,Ashwaganda
ADVANDIA,Ashwaganda
ASAGAN,Ashwaganda
ASTAXANTHAN,Ashwaganda
AVACAND,Ashwaganda
AVANANDIA,Ashwaganda
AVANDRA,Ashwaganda
VEGAN DHA,Ashwaganda
TILIA TOMENTOSA,Cat's-claw
ACASIA,Cinnamon
AQSIA,Cinnamon
ASIA,Cinnamon
ASSA,Cinnamon
CALCIA,Cinnamon
CALSID,Cinnamon
CALSIN,Cinnamon
CALVIA,Cinnamon
CAMSHIA,Cinnamon
CAMSIA,Cinnamon
CANDIA,Cinnamon
CAPSIG,Cinnamon
CAPSINA,Cinnamon
CARCIA,Cinnamon
CARSIL,Cinnamon
CASANA,Cinnamon
CASEIN,Cinnamon
CASNA,Cinnamon
CASSAR,Cinnamon
CASSAVA,Cinnamon
CASSIS,Cinnamon
CASTIN,Cinnamon
CATIA,Cinnamon
CLASSIC,Cinnamon
LASSIC,Cinnamon
LASSIX,Cinnamon
RED CLOVER,Fenugreek
GINSEND,Flax seed
LINSESS,Flax seed
LINZEE,Flax seed
BLOOD WHOLE,Flax seed
ALLIUM SATIVUM BULB,Flax seed
ALLIUM SATIVUM OIL,Flax seed
BIGER,Ginger
GIFRER,Ginger
GINERA,Ginger
GINET,Ginger
GINGIO,Ginger
GINGKO,Ginger
GINGO,Ginger
GINKOR,Ginger
HENGER,Ginger
INDER,Ginger
INGEN,Ginger
INTER,Ginger
RINGERS,Ginger
SINGERS,Ginger
SINGLER,Ginger
TIAGER,Ginger
TIGER,Ginger
VINEGER,Ginger
GINEC,Ginger
ANGELICA SINENSIS,Green tea
CHINESE RED RICE,Green tea
COLONITE,Green tea
COLONLYTE,Green tea
COLONSTED,Green tea
MORINGA TEA,Green tea
VOLON A,Green tea
GUAJANAL,Guarana
CABIDOL,Hemp extract
CALCIDIOL,Hemp extract
CALCITIRIOL,Hemp extract
CARDIVIDOL,Hemp extract
CAREIVIDOL,Hemp extract
CARVIEDIOL,Hemp extract
RANITIDIL,Hemp extract
RANNITIDINE,Hemp extract
ACIA EXTRACT,Hemp extract
BLUE EXTRACT,Hemp extract
CHERRY EXTRACT,Hemp extract
COIX EXTRACT,Hemp extract
CUMIN EXTRACT,Hemp extract
FAT EXTRACT,Hemp extract
GOGI EXTRACT,Hemp extract
IVY EXTRACT,Hemp extract
MILK EXTRACT,Hemp extract
RELAX EXTRACT,Hemp extract
RICE EXTRACT,Hemp extract
ROOT EXTRACT,Hemp extract
SOY EXTRACT,Hemp extract
TART EXTRACT,Hemp extract
THYME EXTRACT,Hemp extract
THYMUS EXTRACT,Hemp extract
YEAST EXTRACT,Hemp extract
EMPRAZOLE,Hemp extract
EMPROZOLE,Hemp extract
ACURA,Karcura
ARCURI,Karcura
SANCURA,Karcura
IPRATOM,Kratom
BLOOD WHOLE,Lion's tooth
"BLOOD, WHOLE",Lion's tooth
MICANZOLE,Maca
AMERICAN GINSENG,Maca
ASIAN GINSENG,Maca
INDIAN GINSENG,Maca
KOREAN GINSENG,Maca
SIBERIAN GINSENG,Maca
GYNERA,Miracle-fruit
MARINA,Moringa
MERINA,Moringa
MODINA,Moringa
MORENA,Moringa
MORIN,Moringa
MORINOL,Moringa
MOTRING,Moringa
VORINA,Moringa
BLOOD WHOLE,Niu bang zi
"BLOOD, WHOLE",Niu bang zi
PURPLE INHALER,Echinacea
RELISH,Reishi
RESHID,Reishi
RESHIP,Reishi
RUIZHI,Reishi
TRISHI,Reishi
CANODERM LIPID,Reishi
GOLDEN ALOE,Rhodiola
GOLDEN PASTE,Rhodiola
GOLDEN SEAL,Rhodiola
BLOOD WHOLE,Rhodiola
ROSEOL,Rhodiola
ROSE WATER,Rhodiola
ROSUHOL,Rhodiola
MELADINE,Swallowwort
MELANINE,Swallowwort
MELANTINE,Swallowwort
CLONDINE HCL,Swallowwort
POLYBASE,Tulsi
POLY VISOL,Tulsi
BETA VULGARIS WHOLE.,Woodland hawthorn
COAL TAR PREPARATION,Wood spider
HERBAL TEA PREPARATION,Wood spider
MAGISTRAL PREPARATION,Wood spider
MISTLE PREPARATION,Wood spider
VALERIAN PREPARATION,Wood spider
APHAGAN,Ashwaganda
CINNARIN,Cinnamon
CITRAMON,Cinnamon
SYMPHYTUM OFFICINALE WHOLE,Fenugreek
FLAXACOL,Flax seed
SYMPHYTUM OFFICINALE WHOLE,Ginger
GREEN PEA,Green tea
FURANA,Guarana
CANADIOL,Hemp extract
CARBADIOL,Hemp extract
CARBIDILOL,Hemp extract
CARBIDOL,Hemp extract
OEMPERZOLE,Hemp extract
OEMPRAZOLE,Hemp extract
HORSE COLOSTRUM,Horse-chestnut
SYMPHYTUM OFFICINALE WHOLE,Lion's tooth
PERIPLOCA SYLVESTRIS WHOLE,Miracle-fruit
MIRACLE PLUS,Miracle-fruit
MIRACLE BUTT PASTE,Miracle-fruit
MORINDA,Moringa
BETA VULGARIS WHOLE.,Niu bang zi
ASIAN GINSENG,Panax ginseng
ASIAN GINSING,Panax ginseng
BIN HAN GINSENG,Panax ginseng
BLOOD GINSENG,Panax ginseng
INDIAN GINSENG,Panax ginseng
KOREA GINSENG,Panax ginseng
KOREAN GINSENG,Panax ginseng
NOTOGINSENG,Panax ginseng
PANALGINE,Panax ginseng
RED GINSENG,Panax ginseng
ROTER GINSENG,Panax ginseng
ROSE HIP,Rhodiola
CEFADINE,Swallowwort
CEFAZDINE,Swallowwort
CELODINE,Swallowwort
CLANADINE,Swallowwort
CLANIDINE,Swallowwort
CLAUDINE,Swallowwort
COLADINE,Swallowwort
COLANDINE,Swallowwort
COLONDINE,Swallowwort
SWALLOW,Swallowwort
CAMELIA SINENSIS,Tang-kuei
CAMELLIA SINENSIS,Tang-kuei
LILLY BASAL,Tulsi
CRATAEGUS\VALERIAN,Woodland hawthorn
CRATAEGUS VERLA,Woodland hawthorn
HEAGARDA,Ashwaganda
HEMPANOL,Hemp extract
KETUM GEL,Kratom
LOW INDICA THC,Aloe vera
BETA VULGARIS WHOLE.,Beet root
BARBADONNA,Beet root
BARBADOPA,Beet root
ANAGEL,Beet root
ANCEL,Beet root
ANGAL,Beet root
ANGE,Beet root
ANGIL,Beet root
BANDEL,Beet root
BENGEL,Beet root
CALGEL,Beet root
CARGEL,Beet root
EMAGEL,Beet root
FENGEL,Beet root
GASGEL,Beet root
JANGEE,Beet root
KANGEN,Beet root
LANDEL,Beet root
LANGES,Beet root
MAGAL,Beet root
MAGE,Beet root
MALUGEL,Beet root
MANES,Beet root
MANGAN,Beet root
MANGO,Beet root
MANIL,Beet root
MANNOL,Beet root
MANNYL,Beet root
MANSIL,Beet root
MANUGEL,Beet root
MAOXEL,Beet root
MAROGEL,Beet root
MARVEL,Beet root
MAXEL,Beet root
MAXGREL,Beet root
MAXGXL,Beet root
MAYOGEL,Beet root
MONTEL,Beet root
MUNTEL,Beet root
PANGES,Beet root
RANAGEL,Beet root
SANVEL,Beet root
SYNGEL,Beet root
TANAGEL,Beet root
TARGEL,Beet root
VANCEL,Beet root
XANJEL,Beet root
MANGO C,Beet root
MANIFOLD,Beet root
MARIGOLD,Beet root
RED MEAT,Beet root
BEMETRAZOLE,Beet root
BENTHOL,Beet root
BETAZOLE,Beet root
BLOOD WHOLE,Beet root
BETA BUTEROL,Beet root
POWER BEET,Beet root
GARDENALE,Beet root
SPINAL CORD,Beet root
SUGAMET,Beet root
SUGAR BABIES,Beet root
SUGARDYNE,Beet root
SUGAR FREE,Beet root
SUGAR PILL,Beet root
SUGAR STOP,Beet root
SUGAR TABLET,Beet root
SULAR ER,Beet root
SISCARD,Beet root
SWISS CAL,Beet root
YELLOW DOCK,Beet root
YELLOW DYE,Beet root
YELLOW FEVER,Beet root
YELLOW PILL,Beet root
BLACK CHEER,Black cohosh
BLACK COHESH,Black cherry
BLACK COHORSH,Black cherry
BLACK HENNA,Black cherry
BLACK RASBERRY,Black cherry
HEART CHERRY,Black cherry
TART CHERRY,Black cherry
AMERICAN ELIQUID,Elderberry
AMERICAN ELM,Elderberry
ACKERBERY,Elderberry
BEARBERRY,Elderberry
BLACKBERRY,Elderberry
BLIBERRY,Elderberry
BLUEBERRY,Elderberry
BLUEBERRY.,Elderberry
ELDEREND,Elderberry
POKE BERRY,Elderberry
BLOOD WHOLE,Elderberry
EMSER SOLE,Elderberry
BETA VULGARIS WHOLE.,Elderberry
SWEET EASE,Elderberry
SWEETENER,Elderberry
SWEET SLUMBER,Elderberry
BENGEL,Fennel
BENNET,Fennel
BENTEL,Fennel
CEANEL,Fennel
ENTEL,Fennel
FENDIL,Fennel
FENDOL,Fennel
FENDYL,Fennel
FENET,Fennel
FENEX,Fennel
FENGEL,Fennel
FENSOL,Fennel
FENTAL,Fennel
FENTOL,Fennel
FENTYNEL,Fennel
GENTEL,Fennel
PENDEL,Fennel
PENNEL,Fennel
RENBEL,Fennel
SENNAL,Fennel
SENNE,Fennel
TENNEX,Fennel
ZENNEN,Fennel
ARINIA,Garcinia
CARCINIA,Garcinia
HORDEUM VULGARE,Horehound
FU ZHI,Horsetail
LU BEI,Horsetail
OU BEI,Horsetail
SU WEI,Horsetail
EQUISETUM ARVENSE,Horsetail
CRAVING CRUSH,Horsetail
SOOTHING WASH,Horsetail
IVY LEAF,Olive leaf
OIL LEAF,Olive leaf
OMEGAN,Oregano
OPEGAN,Oregano
ORGANOX,Oregano
REGAN,Oregano
^REGAN^,Oregano
REGANOL,Oregano
COMMON BEAN,Oregano
ALERGAN,Valerian
ALEVIAN,Valerian
BALDRIAN,Valerian
VALEARTAN,Valerian
VALENTAN,Valerian
VALERAT,Valerian
VALERIC,Valerian
VALERON,Valerian
VALETAN,Valerian
VALKERAN,Valerian
VALSARIAN,Valerian
VALSERTAN,Valerian
VALSRTAN,Valerian
VALTERAN,Valerian
VALTRAN,Valerian
VALTRIAN,Valerian
VELERIN,Valerian
VAILERGAN,Valerian
VALCRIAN,Valerian
VALERGAN,Valerian
VALERIAL,Valerian
VALORAN,Valerian
VALRIAN,Valerian
CHINESE HERB,Valerian
CHINESE HERBAL,Valerian
CHINESE HERBALS,Valerian
CHINESE HERBS,Valerian
CHINESE LICORICE,Valerian
CHINESE RED RICE,Valerian
CHINESE TEA,Valerian
COMMON BEAN,Valerian
ALTHAEA OFFICINALIS,Valerian
CALENDULA OFFICINALIS,Valerian
SALVIA OFFICINALIS,Valerian
SALVIA OFFICINALIS LEAF,Valerian
VERBENA OFFICINALIS,Valerian
ALTHAEA OFFICINALIS ROOT,Valerian
PERIPLOCA SYLVESTRIS WHOLE,Valerian
BETA VULGARIS WHOLE.,Valerian
RED MEAT,Wheat grass
BAHIA GRASS,Wheat grass
SEA GRASS,Wheat grass
ARLES,Barley grass
ARLUY,Barley grass
BACLEN,Barley grass
BAREX,Barley grass
BAROLE,Barley grass
MARLEX,Barley grass
PARLET,Barley grass
D3 MAX,Barley grass
DA BEI,Barley grass
D MAX,Barley grass
LAVACOLE,Barley grass
PAVACHOL,Barley grass
BLACKBERRY,Black cherry
ECHIPACES,Echinacea
HOLY THISTLE,Milk thistle
TURNEEIC,Turmeric
VALLERIAN,Valerian
MAGOD,Beet root
BLACK CHSH,Black cherry
GARDENIA,Garcinia
VALERINA,Valerian
VALERIUM,Valerian
HOPPS VALERIAN,Valerian
GABA VALERIAN,Valerian
VALERIANA OFFICINALIS,Valerian
VALERIANA OFFICINALIS ROOT,Valerian
BAHIA GRASS,Barley grass
5CG,Apple cider vinegar
A,Apple cider vinegar
A A,Apple cider vinegar
A+D,Apple cider vinegar
A-M,Apple cider vinegar
A-Z,Apple cider vinegar
A/A,Apple cider vinegar
A?Z,Apple cider vinegar
AA,Apple cider vinegar
AAA,Apple cider vinegar
AAC,Apple cider vinegar
AAG,Apple cider vinegar
AB,Apple cider vinegar
ABA,Apple cider vinegar
ABACVIR/LAMIVUDINE,Apple cider vinegar
ABC,Apple cider vinegar
ABD,Apple cider vinegar
ABH,Apple cider vinegar
ABT,Apple cider vinegar
ABVD,Apple cider vinegar
ABX,Apple cider vinegar
AC T,Apple cider vinegar
ACA,Apple cider vinegar
ACAL,Apple cider vinegar
ACD,Apple cider vinegar
ACDA,Apple cider vinegar
ACE,Apple cider vinegar
ACEA,Apple cider vinegar
ACEI,Apple cider vinegar
ACEO,Apple cider vinegar
ACER,Apple cider vinegar
ACFI,Apple cider vinegar
ACIA,Apple cider vinegar
ACID,Apple cider vinegar
ACIO,Apple cider vinegar
ACIX,Apple cider vinegar
ACL,Apple cider vinegar
ACLA,Apple cider vinegar
ACN,Apple cider vinegar
ACNU,Apple cider vinegar
ACO,Apple cider vinegar
ACON,Apple cider vinegar
ACS,Apple cider vinegar
ACT,Apple cider vinegar
ACTO,Apple cider vinegar
ACTZ,Apple cider vinegar
ACV         (ACICLOVIR),Apple cider vinegar
ACV (ACICLOVIR),Apple cider vinegar
ACY,Apple cider vinegar
ACZO,Apple cider vinegar
AD,Apple cider vinegar
AD1,Apple cider vinegar
AD3,Apple cider vinegar
ADA,Apple cider vinegar
ADB,Apple cider vinegar
ADCO,Apple cider vinegar
ADE,Apple cider vinegar
ADH,Apple cider vinegar
ADK,Apple cider vinegar
ADO,Apple cider vinegar
ADP,Apple cider vinegar
ADR,Apple cider vinegar
ADV,Apple cider vinegar
ADVA,Apple cider vinegar
ADVI,Apple cider vinegar
ADX,Apple cider vinegar
AECA,Apple cider vinegar
AED,Apple cider vinegar
AER,Apple cider vinegar
AET,Apple cider vinegar
AF,Apple cider vinegar
AFA,Apple cider vinegar
AFO,Apple cider vinegar
AH3,Apple cider vinegar
AHA,Apple cider vinegar
AHCC,Apple cider vinegar
AHCL,Apple cider vinegar
AHF,Apple cider vinegar
AHG,Apple cider vinegar
AHP,Apple cider vinegar
AI,Apple cider vinegar
AICD,Apple cider vinegar
AK,Apple cider vinegar
AKA,Apple cider vinegar
AKE,Apple cider vinegar
AKG,Apple cider vinegar
AL,Apple cider vinegar
ALA,Apple cider vinegar
ALB,Apple cider vinegar
ALC,Apple cider vinegar
ALE,Apple cider vinegar
ALEV,Apple cider vinegar
ALG,Apple cider vinegar
ALI,Apple cider vinegar
ALIV,Apple cider vinegar
ALJ,Apple cider vinegar
ALK,Apple cider vinegar
ALL,Apple cider vinegar
ALM,Apple cider vinegar
ALN,Apple cider vinegar
ALS,Apple cider vinegar
ALT,Apple cider vinegar
ALVO,Apple cider vinegar
ALY,Apple cider vinegar
AM,Apple cider vinegar
AMD,Apple cider vinegar
AMK,Apple cider vinegar
