"name"	"latin_binomial"
LEONTICE THALICTROIDES WHOLE	CAULOPHYLLUM THALICTROIDES
CECROPIA SURINAMENSIS WHOLE	CECROPIA PELTATA
CECROPIA SCHIEDEANA WHOLE	CECROPIA PELTATA
CECROPIA ARACHNOIDEA WHOLE	CECROPIA PELTATA
CECROPIA DIELSIANA WHOLE	CECROPIA PELTATA
CECROPIA SCABRIFOLIA WHOLE	CECROPIA PELTATA
CECROPIA HONDURENSIS WHOLE	CECROPIA PELTATA
CECROPIA HUMBOLDTIANA WHOLE	CECROPIA PELTATA
COILOTAPALUS PELTATA WHOLE	CECROPIA PELTATA
CECROPIA ARGENTEA WHOLE	CECROPIA PELTATA
CECROPIA SCHREBERIANA WHOLE	CECROPIA PELTATA
EMBAUBA WHOLE	CECROPIA PELTATA
AMBAIBA PELTATA WHOLE	CECROPIA PELTATA
TRUMPET TREE (CECROPIA PELTATA) [HOC]	CECROPIA PELTATA
CECROPIA PELTATA WHOLE	CECROPIA PELTATA
AMBAIBA PROPINQUA WHOLE	CECROPIA PELTATA
CECROPIA PELTATA L.	CECROPIA PELTATA
CECROPIA GOODSPEEDII WHOLE	CECROPIA PELTATA
CECROPIA PROPINQUA WHOLE	CECROPIA PELTATA
PUMPWOOD WHOLE	CECROPIA PELTATA
CECROPIA ASPERRIMA WHOLE	CECROPIA PELTATA
AMBAIBA HUMBOLDTIANA WHOLE	CECROPIA PELTATA
AMBAIBA SURINAMENSIS WHOLE	CECROPIA PELTATA
AMBAIBA SCHIEDEANA WHOLE	CECROPIA PELTATA
TRUMPET TREE (CECROPIA PELTATA) WHOLE	CECROPIA PELTATA
CYPRUS CEDAR WHOLE	CEDRUS LIBANI
LARIX CEDRUS WHOLE	CEDRUS LIBANI
CEDRUS LIBANI A.RICH.	CEDRUS LIBANI
ABIES CEDRUS WHOLE	CEDRUS LIBANI
CEDAR OF LEBANON WHOLE	CEDRUS LIBANI
CEDRUS LIBANI WHOLE	CEDRUS LIBANI
PINUS CEDRUS WHOLE	CEDRUS LIBANI
CEDRUS ELEGANS WHOLE	CEDRUS LIBANI
PEUCE CEDRUS WHOLE	CEDRUS LIBANI
CEDRUS LIBANI [WHO-DD]	CEDRUS LIBANI
PICEA CEDRUS WHOLE	CEDRUS LIBANI
CEDRUS LIBANOTICA WHOLE	CEDRUS LIBANI
TREMA INTEGRIFOLIA WHOLE	CELTIS GOMPHOPHYLLA
CELTIS UGANDENSIS WHOLE	CELTIS GOMPHOPHYLLA
CELTIS DURANDII WHOLE	CELTIS GOMPHOPHYLLA
CELTIS GOMPHOPHYLLA WHOLE	CELTIS GOMPHOPHYLLA
CELTIS DIOICA WHOLE	CELTIS GOMPHOPHYLLA
CELTIS GOMPHOPHYLLA BAKER	CELTIS GOMPHOPHYLLA
SUGARBERRY WHOLE	CELTIS LAEVIGATA
CELTIS LAEVIGATA WILLD.	CELTIS LAEVIGATA
CELTIS SMALLII WHOLE	CELTIS LAEVIGATA
CELTIS MISSISSIPPIENSIS WHOLE	CELTIS LAEVIGATA
SUGAR HACKBERRY WHOLE	CELTIS LAEVIGATA
CELTIS BERLANDIERI WHOLE	CELTIS LAEVIGATA
CELTIS LAEVIGATA WHOLE	CELTIS LAEVIGATA
SOUTHERN HACKBERRY WHOLE	CELTIS LAEVIGATA
SUGAR BERRY WHOLE	CELTIS LAEVIGATA
CNICUS BENEDICTUS L.	CENTAUREA BENEDICTA
CENTAUREA BENEDICTA WHOLE	CENTAUREA BENEDICTA
CNICUS KOTSCHYI WHOLE	CENTAUREA BENEDICTA
CIRSIUM MUNITUM WHOLE	CENTAUREA BENEDICTA
CIRSIUM PUGNAX WHOLE	CENTAUREA BENEDICTA
CNICUS BENEDICTUS WHOLE	CENTAUREA BENEDICTA
CENTAUREA BENEDICTA (L.) L.	CENTAUREA BENEDICTA
HOLY THISTLE WHOLE	CENTAUREA BENEDICTA
CENTAUREA PSEUDOBENEDICTA WHOLE	CENTAUREA BENEDICTA
CALCITRAPA BENEDICTA WHOLE	CENTAUREA BENEDICTA
BLESSED THISTLE [HOC]	CENTAUREA BENEDICTA
BLESSED THISTLE WHOLE	CENTAUREA BENEDICTA
CARBENI BENEDICTA WHOLE	CENTAUREA BENEDICTA
CENTAUREA BENEDICTA [WHO-DD]	CENTAUREA BENEDICTA
CARDUUS HORRIDUS WHOLE	CENTAUREA BENEDICTA
BENEDICTA OFFICINALIS WHOLE	CENTAUREA BENEDICTA
CNICUS BULGARICUS WHOLE	CENTAUREA BENEDICTA
GENTIANA GERARDII WHOLE	CENTAURIUM ERYTHRAEA
ERYTHRAEA LATIFOLIA WHOLE	CENTAURIUM ERYTHRAEA
ERYTHRAEA CENTAURIUM AUCT.	CENTAURIUM ERYTHRAEA
EUROPEAN CENTAURY WHOLE	CENTAURIUM ERYTHRAEA
CENTAURIUM UMBELLATUM AUCT. NON GILIB.	CENTAURIUM ERYTHRAEA
COMMON CENTAURY WHOLE	CENTAURIUM ERYTHRAEA
GENTIANA PALUSTRIS WHOLE	CENTAURIUM ERYTHRAEA
ERYTHRAEA SCHUTTLEWORTHIANA WHOLE	CENTAURIUM ERYTHRAEA
XOLEMIA PALUSTRIS WHOLE	CENTAURIUM ERYTHRAEA
CHIRONIA ERYTHRAEA WHOLE	CENTAURIUM ERYTHRAEA
CENTAURELLA DICHOTOMA WHOLE	CENTAURIUM ERYTHRAEA
ERYTHRAEA CENTAURIUM WHOLE	CENTAURIUM ERYTHRAEA
CENTAURIUM UMBELLATUM WHOLE	CENTAURIUM ERYTHRAEA
CENTAURY WHOLE	CENTAURIUM ERYTHRAEA
CENTAURIUM MINUS AUCT. NON MOENCH	CENTAURIUM ERYTHRAEA
CHIRONIA CENTAURIUM WHOLE	CENTAURIUM ERYTHRAEA
GONIPIA LINEARIS WHOLE	CENTAURIUM ERYTHRAEA
ERYTHRAEA CAPITATA WHOLE	CENTAURIUM ERYTHRAEA
LIBADION VARIABILE WHOLE	CENTAURIUM ERYTHRAEA
CENTAURIUM ERYTHRAEA WHOLE	CENTAURIUM ERYTHRAEA
CENTAURIUM LOMAE WHOLE	CENTAURIUM ERYTHRAEA
CENTAURIUM CAPITATUM WHOLE	CENTAURIUM ERYTHRAEA
CENTAURY [HOC]	CENTAURIUM ERYTHRAEA
HIPPOCENTAUREA CENTAURIUM WHOLE	CENTAURIUM ERYTHRAEA
CENTAURIUM MINUS WHOLE	CENTAURIUM ERYTHRAEA
ERYTHRAEA SHUTTLEWORTHIANA WHOLE	CENTAURIUM ERYTHRAEA
CENTAURIUM ERYTHRAEA RAFN	CENTAURIUM ERYTHRAEA
CENTAURIUM CENTAURIUM WHOLE	CENTAURIUM ERYTHRAEA
GENTIANA CENTAURIUM WHOLE	CENTAURIUM ERYTHRAEA
ERYTHRAEA RHODENSIS WHOLE	CENTAURIUM ERYTHRAEA
CENTAURIUM CORYMBOSUM WHOLE	CENTAURIUM ERYTHRAEA
ERYTHRAEA VULGARIS WHOLE	CENTAURIUM ERYTHRAEA
ERYTHRAEA LOMAE WHOLE	CENTAURIUM ERYTHRAEA
ERYTHRAEA GERMANICA WHOLE	CENTAURIUM ERYTHRAEA
CENTAURIUM LATIFOLIUM WHOLE	CENTAURIUM ERYTHRAEA
ERYTHRAEA CORYMBOSA WHOLE	CENTAURIUM ERYTHRAEA
CENTAURIUM VULGARE WHOLE	CENTAURIUM ERYTHRAEA
CENTAURIUM CASPICUM WHOLE	CENTAURIUM PULCHELLUM
CHIRONIA VAILLANTII WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA GERARDII WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA CASPICA WHOLE	CENTAURIUM PULCHELLUM
CHIRONIA INAPERTA WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA GRACILIS WHOLE	CENTAURIUM PULCHELLUM
CENTAURIUM ANATOLICUM WHOLE	CENTAURIUM PULCHELLUM
BRANCHED CENTAURY WHOLE	CENTAURIUM PULCHELLUM
CENTAURIUM GRACILE WHOLE	CENTAURIUM PULCHELLUM
GENTIANA RAMOSISSIMA WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA INAPERTA WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA PYRENAICA WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA HERMANNII WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA ANATOLICA WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA NANA WHOLE	CENTAURIUM PULCHELLUM
CICENDIA PULCHELLA WHOLE	CENTAURIUM PULCHELLUM
HIPPOCENTAUREA EMARGINATA WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA ALTAICA WHOLE	CENTAURIUM PULCHELLUM
HIPPION PULCHELLUM WHOLE	CENTAURIUM PULCHELLUM
CHIRONIA INTERMEDIA WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA PULCHELLA WHOLE	CENTAURIUM PULCHELLUM
HIPPOCENTAUREA INAPERTA WHOLE	CENTAURIUM PULCHELLUM
MICROCALA PULCHELLA WHOLE	CENTAURIUM PULCHELLUM
CENTAURIUM RAMOSISSIMUM WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA PUMILA WHOLE	CENTAURIUM PULCHELLUM
HIPPOCENTAUREA PULCHELLA WHOLE	CENTAURIUM PULCHELLUM
CENTAURIUM ALBIFLORUM WHOLE	CENTAURIUM PULCHELLUM
SABATIA PULCHELLA WHOLE	CENTAURIUM PULCHELLUM
CENTAURIUM HERMANNII WHOLE	CENTAURIUM PULCHELLUM
GONIPIA PULCHELLA WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA EMARGINATA WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA SPARSIFLORA WHOLE	CENTAURIUM PULCHELLUM
CHIRONIA NANA WHOLE	CENTAURIUM PULCHELLUM
CHIRONIA PULCHELLA WHOLE	CENTAURIUM PULCHELLUM
CHIRONIA RAMOSISSIMA WHOLE	CENTAURIUM PULCHELLUM
CENTAURIUM PULCHELLUM WHOLE	CENTAURIUM PULCHELLUM
CHIRONIA MINOR WHOLE	CENTAURIUM PULCHELLUM
CHIRONIA GERARDII WHOLE	CENTAURIUM PULCHELLUM
CENTAURIUM PULCHELLUM (SW.) DRUCE	CENTAURIUM PULCHELLUM
GENTIANA PULCHELLA WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA ALBIFLORA WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA ARENARIA WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA VARIABILIS WHOLE	CENTAURIUM PULCHELLUM
ERYTHRAEA MORIERI WHOLE	CENTAURIUM PULCHELLUM
SPUR-VALERIAN WHOLE	CENTRANTHUS RUBER
VALERIANA HORTENSIS WHOLE	CENTRANTHUS RUBER
VALERIANA RUBRA WHOLE	CENTRANTHUS RUBER
JUPITER'S-BEARD WHOLE	CENTRANTHUS RUBER
RED VALERIAN WHOLE	CENTRANTHUS RUBER
FOX-BRUSH WHOLE	CENTRANTHUS RUBER
CENTRANTHUS LATIFOLIUS WHOLE	CENTRANTHUS RUBER
CENTRANTHUS RUBER (L.) DC.	CENTRANTHUS RUBER
CENTRANTHUS MARITIMUS WHOLE	CENTRANTHUS RUBER
CENTRANTHUS RUBER WHOLE	CENTRANTHUS RUBER
VALERIANA ALBA WHOLE	CENTRANTHUS RUBER
CENTRANTHUS RUBER [WHO-DD]	CENTRANTHUS RUBER
FOX'S-BRUSH WHOLE	CENTRANTHUS RUBER
KISS-ME-QUICK WHOLE	CENTRANTHUS RUBER
CENTRANTHUS MARINUS WHOLE	CENTRANTHUS RUBER
CRUMINIUM VIRGINIANUM WHOLE	CENTROSEMA VIRGINIANUM
CLITORIA VIRGINIANA WHOLE	CENTROSEMA VIRGINIANUM
CENTROSEMA VIRGINIANUM WHOLE	CENTROSEMA VIRGINIANUM
DOLICHOS ARISTATUS WHOLE	CENTROSEMA VIRGINIANUM
SPURRED BUTTERFLY PEA WHOLE	CENTROSEMA VIRGINIANUM
CLITORIA AMOENA WHOLE	CENTROSEMA VIRGINIANUM
CENTROSEMA VIRGINIANUM (L.) BENTH.	CENTROSEMA VIRGINIANUM
GLYCINE PUGIUNCULUS WHOLE	CENTROSEMA VIRGINIANUM
BRADBURYA BIFLORA WHOLE	CENTROSEMA VIRGINIANUM
CENTROSEMA CONJUGATUM WHOLE	CENTROSEMA VIRGINIANUM
STEGANOTROPIS CONJUGATA WHOLE	CENTROSEMA VIRGINIANUM
CENTROSEMA DECUMBENS WHOLE	CENTROSEMA VIRGINIANUM
CLITORIA OBLONGA WHOLE	CENTROSEMA VIRGINIANUM
VEXILLARIA VIRGINIANA WHOLE	CENTROSEMA VIRGINIANUM
NAUCHEA VIRGINIANA WHOLE	CENTROSEMA VIRGINIANUM
CLITORIA GEMINA WHOLE	CENTROSEMA VIRGINIANUM
BRADBURYA DECUMBENS WHOLE	CENTROSEMA VIRGINIANUM
CENTROSEMA BIFLORUM WHOLE	CENTROSEMA VIRGINIANUM
BRADBURYA CONJUGATA WHOLE	CENTROSEMA VIRGINIANUM
CENTROSEMA SCABRIUSCULUM WHOLE	CENTROSEMA VIRGINIANUM
CLITORIA GLADIATA WHOLE	CENTROSEMA VIRGINIANUM
DOLICHOS SCABRIUSCIDUS WHOLE	CENTROSEMA VIRGINIANUM
CLITORIA CALCARIGERA WHOLE	CENTROSEMA VIRGINIANUM
BRADBURYA VIRGINIANA WHOLE	CENTROSEMA VIRGINIANUM
CLITORIA ALABAMENSIS WHOLE	CENTROSEMA VIRGINIANUM
CEPHALANTHUS OCCIDENTALIS L.	CEPHALANTHUS OCCIDENTALIS
CEPHALANTHUS ACUMINATUS WHOLE	CEPHALANTHUS OCCIDENTALIS
CEPHALANTHUS OPPOSITIFOLIUS WHOLE	CEPHALANTHUS OCCIDENTALIS
BUTTONBUSH WHOLE	CEPHALANTHUS OCCIDENTALIS
COMMON BUTTONBUSH WHOLE	CEPHALANTHUS OCCIDENTALIS
CEPHALANTHUS PUBESCENS WHOLE	CEPHALANTHUS OCCIDENTALIS
CEPHALANTHUS ANGUSTIFOLIUS WHOLE	CEPHALANTHUS OCCIDENTALIS
CEPHALANTHUS OCCIDENTALIS WHOLE	CEPHALANTHUS OCCIDENTALIS
CEPHALANTHUS BERLANDIERI WHOLE	CEPHALANTHUS OCCIDENTALIS
CEPHALANTHUS OBTUSIFOLIUS WHOLE	CEPHALANTHUS OCCIDENTALIS
CEPHALANTHUS HANSENII WHOLE	CEPHALANTHUS OCCIDENTALIS
CAROB [HOC]	CERATONIA SILIQUA
CAROUBIER WHOLE	CERATONIA SILIQUA
CHANG JIAO DOU WHOLE	CERATONIA SILIQUA
ALGAROBA WHOLE (CERATONIA SILIQUA)	CERATONIA SILIQUA
ST.JOHN'S BREAD WHOLE	CERATONIA SILIQUA
CAROB TREE WHOLE	CERATONIA SILIQUA
ALGARROBA BEAN WHOLE	CERATONIA SILIQUA
ST. JOHN'S BREAD WHOLE	CERATONIA SILIQUA
CERATONIA SILIQUA L.	CERATONIA SILIQUA
LOCUST BEAN WHOLE	CERATONIA SILIQUA
CERATONIA SILIQUA [WHO-DD]	CERATONIA SILIQUA
CERATONIA INERMIS WHOLE	CERATONIA SILIQUA
CERATONIA CORIACEA WHOLE	CERATONIA SILIQUA
CAROB WHOLE	CERATONIA SILIQUA
CERATONIA SILIQUA WHOLE	CERATONIA SILIQUA
LOCUST TREE WHOLE	CERATONIA SILIQUA
CERCIS ELLIPSOIDEA WHOLE	CERCIS CANADENSIS
SILIQUASTRUM CORDATUM WHOLE	CERCIS CANADENSIS
CERCIS DILATATA WHOLE	CERCIS CANADENSIS
CERCIS GEORGIANA WHOLE	CERCIS CANADENSIS
CERCIS CANADENSIS WHOLE	CERCIS CANADENSIS
REDBUD WHOLE	CERCIS CANADENSIS
SILIQUASTRUM CANADENSE WHOLE	CERCIS CANADENSIS
EASTERN REDBUD WHOLE	CERCIS CANADENSIS
CERCIS CANADENSIS L.	CERCIS CANADENSIS
CERANTHE ACUTA WHOLE	CERINTHE MAJOR
HONEYWORT WHOLE	CERINTHE MAJOR
CERINTHE APERTA WHOLE	CERINTHE MAJOR
CERINTHE ACUTA WHOLE	CERINTHE MAJOR
CERINTHE LONGIFLORA WHOLE	CERINTHE MAJOR
CERINTHE VERSICOLOR WHOLE	CERINTHE MAJOR
CERINTHE MAJOR L.	CERINTHE MAJOR
CERINTHE STRIGOSA WHOLE	CERINTHE MAJOR
CERINTHE ASPERA WHOLE	CERINTHE MAJOR
CERINTHE GYMNANDRA WHOLE	CERINTHE MAJOR
CERINTHE GLAUCA WHOLE	CERINTHE MAJOR
CERINTHE MAJOR WHOLE	CERINTHE MAJOR
CHELIDONIUM HAEMATODES WHOLE	CHELIDONIUM MAJUS
CHELIDONIUM MAJUS [HPUS]	CHELIDONIUM MAJUS
CHELIDONIUM LACINIATUM WHOLE	CHELIDONIUM MAJUS
CHELIDONIUM MAJUS [WHO-DD]	CHELIDONIUM MAJUS
BAI QU CAI WHOLE	CHELIDONIUM MAJUS
CHELIDONIUM UMBELLIFERUM WHOLE	CHELIDONIUM MAJUS
CHELIDONIUM MAJUS WHOLE	CHELIDONIUM MAJUS
CHELIDONIUM LUTEUM WHOLE	CHELIDONIUM MAJUS
CHELIDONIUM MAJUS EXTRACT [WHO-DD]	CHELIDONIUM MAJUS
GREATER CELANDINE WHOLE	CHELIDONIUM MAJUS
CHELIDONIUM OLIDUM WHOLE	CHELIDONIUM MAJUS
CELANDINE [HOC]	CHELIDONIUM MAJUS
CHELIDONIUM MURALE WHOLE	CHELIDONIUM MAJUS
CHELIDONIUM QUERCIFOLIUM WHOLE	CHELIDONIUM MAJUS
CHELIDONIUM RUDERALE WHOLE	CHELIDONIUM MAJUS
CELANDINE WHOLE	CHELIDONIUM MAJUS
WART WEED WHOLE	CHELIDONIUM MAJUS
SWALLOW WORT WHOLE	CHELIDONIUM MAJUS
CHIMAPHILA UMBELLATA [WHO-DD]	CHIMAPHILA UMBELLATA
PIPSISSEWA (CHIMAPHILA UMBELLATA) [HOC]	CHIMAPHILA UMBELLATA
PYROLA UMBELLATA WHOLE	CHIMAPHILA UMBELLATA
CHIMAPHILA UMBELLATA [HPUS]	CHIMAPHILA UMBELLATA
COMMON PIPSISSEWA WHOLE	CHIMAPHILA UMBELLATA
PYROLA CORYMBOSA WHOLE	CHIMAPHILA UMBELLATA
CHIMAPHILA UMBELLATA (L.) W.P.C.BARTON	CHIMAPHILA UMBELLATA
PIPSISEWA WHOLE	CHIMAPHILA UMBELLATA
CHIMAPHILA UMBELLATA	CHIMAPHILA UMBELLATA
PYROLA FRUTESCENS WHOLE	CHIMAPHILA UMBELLATA
PRINCE'S PINE WHOLE	CHIMAPHILA UMBELLATA
SAN XING XI DONG CAO WHOLE	CHIMAPHILA UMBELLATA
CHIMAPHILA UMBELLATA WHOLE	CHIMAPHILA UMBELLATA
CHIMAPHILA UMBELLATA (L.) W. BARTRAM	CHIMAPHILA UMBELLATA
PIPSISSEWA WHOLE	CHIMAPHILA UMBELLATA
GROUND HOLLY WHOLE	CHIMAPHILA UMBELLATA
CHIMAPHILA CYMOSA WHOLE	CHIMAPHILA UMBELLATA
CHIONANTHUS VERNUS WHOLE	CHIONANTHUS VIRGINICUS
CHIONANTHUS TRIFLORUS WHOLE	CHIONANTHUS VIRGINICUS
CHIONANTHUS MARITIMUS WHOLE	CHIONANTHUS VIRGINICUS
CHIONANTHUS HETEROPHYLA WHOLE	CHIONANTHUS VIRGINICUS
FRINGETREE WHOLE	CHIONANTHUS VIRGINICUS
CHIONANTHUS VIRGINICUS WHOLE	CHIONANTHUS VIRGINICUS
CHIONANTHUS LATIFOLIUS WHOLE	CHIONANTHUS VIRGINICUS
FRINGE TREE [HOC]	CHIONANTHUS VIRGINICUS
WHITE FRINGETREE WHOLE	CHIONANTHUS VIRGINICUS
CHIONANTHUS ROSEUS WHOLE	CHIONANTHUS VIRGINICUS
CHIONANTHUS LONGIFOLIUS WHOLE	CHIONANTHUS VIRGINICUS
CHIONANTHUS TRIFIDUS WHOLE	CHIONANTHUS VIRGINICUS
CHIONANTHUS OBOVATUS WHOLE	CHIONANTHUS VIRGINICUS
CHIONANTHUS COTINIFOLIUS WHOLE	CHIONANTHUS VIRGINICUS
CHIONANTHUS ANGUSTIFOLIUS WHOLE	CHIONANTHUS VIRGINICUS
CHIONANTHUS LUTEUS WHOLE	CHIONANTHUS VIRGINICUS
CHIONANTHUS VIRGINICUS L.	CHIONANTHUS VIRGINICUS
CHIONANTHUS VIRGINICUS [WHO-DD]	CHIONANTHUS VIRGINICUS
CHIONANTHUS VERNALIS WHOLE	CHIONANTHUS VIRGINICUS
CHIONANTHUS FRAGRANS WHOLE	CHIONANTHUS VIRGINICUS
LIGUSTRUM COTINIFOLIUM WHOLE	CHIONANTHUS VIRGINICUS
LINOCIERA COTINIFOLIA WHOLE	CHIONANTHUS VIRGINICUS
JASMINUM SYRIACUM WHOLE	CHRYSOJASMINUM FRUTICANS
CHRYSOJASMINUM FRUTICANS (L.) BANFI	CHRYSOJASMINUM FRUTICANS
JASMINUM LUTEUM WHOLE	CHRYSOJASMINUM FRUTICANS
JASMINUM FRUTICANS WHOLE	CHRYSOJASMINUM FRUTICANS
JASMINUM FRUTESCENS WHOLE	CHRYSOJASMINUM FRUTICANS
CHRYSOJASMINUM FRUTICANS WHOLE	CHRYSOJASMINUM FRUTICANS
JASMINUM FRUTICOSUM WHOLE	CHRYSOJASMINUM FRUTICANS
JASMINUM MARIAE WHOLE	CHRYSOJASMINUM FRUTICANS
CHRYSOPSIS MARIANA WHOLE	CHRYSOPSIS MARIANA
DIPLOPAPPUS MARIANUS WHOLE	CHRYSOPSIS MARIANA
INULA MARIANA WHOLE	CHRYSOPSIS MARIANA
DIPLOGON MARIANUM WHOLE	CHRYSOPSIS MARIANA
MARYLAND GOLDENASTER WHOLE	CHRYSOPSIS MARIANA
INULA GLANDULOSA WHOLE	CHRYSOPSIS MARIANA
CHRYSOPSIS MARIANA (L.) ELLIOTT	CHRYSOPSIS MARIANA
HETEROTHECA MARIANA WHOLE	CHRYSOPSIS MARIANA
SUCCORY WHOLE	CICHORIUM INTYBUS
CHICORY [HOC]	CICHORIUM INTYBUS
CICHORIUM BALEARICUM WHOLE	CICHORIUM INTYBUS
CICHORIUM GLAUCUM WHOLE	CICHORIUM INTYBUS
BLUE DAISY WHOLE	CICHORIUM INTYBUS
CICHORIUM CALLOSUM WHOLE	CICHORIUM INTYBUS
CICHORIUM INTYBUS WHOLE	CICHORIUM INTYBUS
CICHORIUM GLABRATUM WHOLE	CICHORIUM INTYBUS
COMMON CHICORY WHOLE	CICHORIUM INTYBUS
BUNK WHOLE	CICHORIUM INTYBUS
CICHORIUM INTYBUS WHOLE PLANT	CICHORIUM INTYBUS
CICHORIUM INTYBUS L.	CICHORIUM INTYBUS
CHICKORY WHOLE	CICHORIUM INTYBUS
WITLOOF WHOLE	CICHORIUM INTYBUS
CICHORIUM BYZANTHINUM WHOLE	CICHORIUM INTYBUS
BARBE-DE-CAPUCHIN WHOLE	CICHORIUM INTYBUS
CICHORIUM HIRSUTUM WHOLE	CICHORIUM INTYBUS
COFFEEWEED WHOLE	CICHORIUM INTYBUS
RADICCHIO WHOLE	CICHORIUM INTYBUS
CHICORY WHOLE	CICHORIUM INTYBUS
BLUE SAILORS WHOLE	CICHORIUM INTYBUS
FRENCH ENDIVE WHOLE	CICHORIUM INTYBUS
CICHORIUM INTYBUS WHOLE PLANT [WHO-DD]	CICHORIUM INTYBUS
CINNAMOMUM MUTABILE WHOLE	CINNAMOMUM BURMANNI
CINNAMOMUM BURMANNI [WHO-DD]	CINNAMOMUM BURMANNI
LAURUS DULCIS WHOLE	CINNAMOMUM BURMANNI
LAURUS NITIDA WHOLE	CINNAMOMUM BURMANNI
CINNAMOMUM AMMANNII WHOLE	CINNAMOMUM BURMANNI
CINNAMOMUM CHINENSE WHOLE	CINNAMOMUM BURMANNI
CINNAMOMUM DULCE WHOLE	CINNAMOMUM BURMANNI
CINNAMOMUM MINDANAENSE WHOLE	CINNAMOMUM BURMANNI
CINNAMOMUM NITIDUM WHOLE	CINNAMOMUM BURMANNI
CINNAMOMUM HAINANENSE WHOLE	CINNAMOMUM BURMANNI
CINNAMOMUM BURMANNI WHOLE	CINNAMOMUM BURMANNI
CINNAMOMUM MACROSTEMON WHOLE	CINNAMOMUM BURMANNI
PERSEA DULCIS WHOLE	CINNAMOMUM BURMANNI
LAURUS BURMANNI WHOLE	CINNAMOMUM BURMANNI
CINNAMOMUM THUNBERGII WHOLE	CINNAMOMUM BURMANNI
CINNAMOMUM BURMANNI (NEES & T.NEES) BLUME	CINNAMOMUM BURMANNI
CINNAMOMUM KIAMIS WHOLE	CINNAMOMUM BURMANNI
CAMPHORA CAMPHORA	CINNAMOMUM CAMPHORA
CINNAMOMUM OFFICINARUM WHOLE	CINNAMOMUM CAMPHORA
CAMPHOR LAUREL	CINNAMOMUM CAMPHORA
CINNAMOMUM CAMPHORA WHOLE	CINNAMOMUM CAMPHORA
CAMPHORWOOD	CINNAMOMUM CAMPHORA
CAMPHOR [HOC]	CINNAMOMUM CAMPHORA
CINNAMOMUM TAQUETII WHOLE	CINNAMOMUM CAMPHORA
CAMPHOR LAUREL WHOLE	CINNAMOMUM CAMPHORA
CAMPHORA VERA WHOLE	CINNAMOMUM CAMPHORA
CAMPHORA HAHNEMANNII WHOLE	CINNAMOMUM CAMPHORA
CAMPHORA TREE	CINNAMOMUM CAMPHORA
CINNAMOMUM CAMPHORA (L.) J.PRESL	CINNAMOMUM CAMPHORA
CAMPHORINA CAMPHORA WHOLE	CINNAMOMUM CAMPHORA
CAMPHORTREE WHOLE	CINNAMOMUM CAMPHORA
CINNAMOMUM CAMPHORA [WHO-DD]	CINNAMOMUM CAMPHORA
BENTHAMIA FLORIDA WHOLE	CORNUS FLORIDA
CAMPHORA HIPPOCRATEI WHOLE	CINNAMOMUM CAMPHORA
LAURUS CAMPHORA	CINNAMOMUM CAMPHORA
CINNAMOMUM CAMPHORIFERUM WHOLE	CINNAMOMUM CAMPHORA
LAURUS CAMPHORA WHOLE	CINNAMOMUM CAMPHORA
LAURUS CAMPHORIFERA WHOLE	CINNAMOMUM CAMPHORA
CAMPHOR TREE WHOLE	CINNAMOMUM CAMPHORA
CAMPHORA CAMPHORA WHOLE	CINNAMOMUM CAMPHORA
LAURUS GRACILIS WHOLE	CINNAMOMUM CAMPHORA
CAMPHORA OFFICINARUM WHOLE	CINNAMOMUM CAMPHORA
PERSEA CAMFORA WHOLE	CINNAMOMUM CAMPHORA
KARPURA WHOLE	CINNAMOMUM CAMPHORA
CAMPHORA OFFICINALIS WHOLE	CINNAMOMUM CAMPHORA
CINNAMONUM CAMPHORA	CINNAMOMUM CAMPHORA
CAMPHOR WHOLE	CINNAMOMUM CAMPHORA
LAURUS CALYCINA WHOLE	CINNAMOMUM CAMPHORA
CINNAMOMUM CAMPHOROIDES WHOLE	CINNAMOMUM CAMPHORA
CIRSIUM OVIFORME WHOLE	CIRSIUM ERIOPHORUM
CIRSIUM VELENOWSKYI WHOLE	CIRSIUM ERIOPHORUM
CIRSIUM DINARICUM WHOLE	CIRSIUM ERIOPHORUM
CNICUS SPINOSISSIMUS WHOLE	CIRSIUM ERIOPHORUM
CIRSIUM CHATENIERI WHOLE	CIRSIUM ERIOPHORUM
CARDUUS SPURIUS WHOLE	CIRSIUM ERIOPHORUM
EPITRACHYS PROPONTICA WHOLE	CIRSIUM ERIOPHORUM
CNICUS CINAROIDES WHOLE	CIRSIUM ERIOPHORUM
