FAERS_drug_match,lookup_value
CRANBERRY FRUIT,Cranberry
CRANBERRY FRUIT C,Cranberry
CRANBERRY FRUIT JUICE,Cranberry
CRANBERRY FRUIT PILL,Cranberry
BEARBERRY,Cranberry
BLENDED FROZEN CRANBERRIES,Cranberry
CANBERRY,Cranberry
CARNBERRIES,Cranberry
CRAMBERRY,Cranberry
CRANBERR,Cranberry
CRANBERRIES,Cranberry
CRANBERRIES EXTRACT,Cranberry
CRANBERRIES PILLS,Cranberry
ORGANIC CRANBERRIES,Cranberry
(CRANBERRY /01512301/),Cranberry
ACTIFRUIT CRANBERRY CHEW,Cranberry
AED CRANBERRY,Cranberry
ALIVE WOMEN'S 50+ CRANBERRY SOFTGELS,Cranberry
ALLURA CRANBERRY SUPPLEMENT OTC,Cranberry
ALOE VERA AND APPLE AND BILLBERRY AND BLUEBERRY AND CRANBERRY AND GENT,Cranberry
ASCORBIC ACID (+) CRANBERRY,Cranberry
ASCORBIC ACID PLUS CRANBERRY,Cranberry
ASEA CRANBERRY W VITAMIN C,Cranberry
AZO CRANBERRY (CRANBERRY + LACTOBACILLUS + VITAMIN C),Cranberry
AZO CRANBERRY PILLS,Cranberry
AZO CRANBERRY PLUS VITAMIN C,Cranberry
AZO CRANBERRY SUPPLEMENT,Cranberry
AZO CRANBERRY URINARY TRACT,Cranberry
AZO CRANBERRY URINARY TRACT HEALTH,Cranberry
AZO CRANBERRY WITH VITAMIN C,Cranberry
AZOCRANBERRY,Cranberry
AZOCRANBERRY PILLS,Cranberry
B-E-D-FISH OIL CRANBERRY,Cranberry
BASIL CRANBERRY,Cranberry
BIO-ORGANICS CRANBERRY,Cranberry
BIOORGANICS CRANBERRY 10000 PLUS,Cranberry
BIOTIN CRANBERRY,Cranberry
BLACKMORES CRANBERRY,Cranberry
CARNBERRY,Cranberry
CENOVIS CRANBERRY,Cranberry
CENOVIS CRANBERRY 30000,Cranberry
CENOVIS CRANBERRY [VACCINIUM MACROCARPON],Cranberry
CO Q10-CRANBERRY WITH VITAMIN C,Cranberry
CONCENTRATED CRANBERRY PILLS,Cranberry
COQ10 CRANBERRY,Cranberry
COUNTRY LIFE CRANBERRY COMPLETE,Cranberry
CRABERRY/VITAMIN C (AZO CRANBERRY) (CAPSULES),Cranberry
CRAMBERRY (CRANBERRY),Cranberry
CRAMBERRY SUPPLEMENT (CRANBERRY SUPPLEMENT) (CRANBERRY SUPPLEMENT),Cranberry
CRAMBERY,Cranberry
CRANB ERRY,Cranberry
CRANBEERRY (CRANBERRY),Cranberry
CRANBERRRY,Cranberry
CRANBERRY                          /01512301/,Cranberry
CRANBERRY                          /01512305/,Cranberry
CRANBERRY                          /07199301/,Cranberry
CRANBERRY                          /07199302/,Cranberry
CRANBERRY                          /08559501/,Cranberry
CRANBERRY                     (VACCINIUM MACROCARPON),Cranberry
CRANBERRY    /01512301/ (VACCINIUM MACROCARPON) TABLET,Cranberry
CRANBERRY  PILL,Cranberry
CRANBERRY  PILLS,Cranberry
CRANBERRY  PILLS                      /01512301/,Cranberry
CRANBERRY (36MG OF PAC),Cranberry
"CRANBERRY (ASCORBIC ACID, VACCINIUM MACROCARPON) CAPSULE",Cranberry
CRANBERRY (BLACKMORES CRANBERRY) (TABLETS),Cranberry
CRANBERRY (CRANBERRY BERCO),Cranberry
CRANBERRY (CRANBERRY BERCO) (TABLETS),Cranberry
CRANBERRY (CRANBERRY FRUIT),Cranberry
CRANBERRY (CRANBERRY),Cranberry
CRANBERRY (CRANBERRY) (CRANBERRY),Cranberry
CRANBERRY (CRANBERRY) (PILL) (CRANBERRY),Cranberry
CRANBERRY (CRANBERRY) CAPSULE,Cranberry
CRANBERRY (GENERAL NUTRIENTS) TABLETS,Cranberry
CRANBERRY (NOS),Cranberry
CRANBERRY (OTHER NUTRIENTS),Cranberry
CRANBERRY (OTHER THERAPEUTIC PRODUCTS),Cranberry
CRANBERRY (VACCINIUIM OXYCOCCUS FRUIT EXTRACT),Cranberry
CRANBERRY (VACCINIUJM MACROCARPON),Cranberry
CRANBERRY (VACCINIUM MACROCAPRON),Cranberry
CRANBERRY (VACCINIUM MACROCARPON JUICE),Cranberry
CRANBERRY (VACCINIUM MACROCARPON JUICE) (UNKKNOWN),Cranberry
CRANBERRY (VACCINIUM MACROCARPON),Cranberry
CRANBERRY (VACCINIUM MACROCARPON) (TABLETS) (VACCINIUM MACROCARPON),Cranberry
CRANBERRY (VACCINIUM MACROCARPON) ONGOING,Cranberry
CRANBERRY (VACCINIUM MARCOCARPON),Cranberry
CRANBERRY (VACCINIUM OXYCOCCUS FRUIT EXTRACT),Cranberry
CRANBERRY (VACCINIUM OXYCOCCUS FRUIT EXTRACT) (CAPSULES),Cranberry
CRANBERRY (VACCINIUM SPP. FRUIT),Cranberry
CRANBERRY (VACCINIUM),Cranberry
CRANBERRY (VACCINUM MACROCARPON),Cranberry
CRANBERRY + BUCHU,Cranberry
CRANBERRY + C,Cranberry
CRANBERRY + SOFTGEL,Cranberry
CRANBERRY + VITAMIN C,Cranberry
CRANBERRY + VITAMIN C              /06356601/,Cranberry
CRANBERRY + VITAMIN C [ASCORBIC ACID;VACCINIU,Cranberry
CRANBERRY + VITAMIN C [ASCORBIC ACID;VACCINIUM MACROCARPON],Cranberry
CRANBERRY + VITAMIN C/E,Cranberry
CRANBERRY +VITAMIN C,Cranberry
CRANBERRY /01512301/,Cranberry
CRANBERRY /01512301/ (CON.),Cranberry
CRANBERRY /01512301/ (VACCINIUM MACROCARPON),Cranberry
CRANBERRY /01512301/ (VACCINUM MACROCARPON),Cranberry
CRANBERRY /VITAMIN C,Cranberry
CRANBERRY 10000+,Cranberry
CRANBERRY 200MG,Cranberry
CRANBERRY 250MG,Cranberry
CRANBERRY 36 OPC,Cranberry
CRANBERRY 3600 MG,Cranberry
CRANBERRY 400,Cranberry
CRANBERRY 400 MG 1 VEGETARIAN CAPSULE A DAY,Cranberry
"CRANBERRY 400 MG, ORAL",Cranberry
CRANBERRY 400MG,Cranberry
CRANBERRY 4200,Cranberry
CRANBERRY 4200 MG 1X/DAY,Cranberry
CRANBERRY 4200MG,Cranberry
CRANBERRY 450MG,Cranberry
CRANBERRY 500,Cranberry
CRANBERRY 500 MG CAPSULE,Cranberry
CRANBERRY 5000 MG,Cranberry
CRANBERRY 500MG,Cranberry
CRANBERRY 8400 MG,Cranberry
CRANBERRY AKUT,Cranberry
CRANBERRY ALIGN (PROBIOTIC),Cranberry
CRANBERRY ALLERGY PILL,Cranberry
CRANBERRY AND BUCHU SUPPLEMENTS,Cranberry
CRANBERRY AND CALCIUM,Cranberry
CRANBERRY AND GRAPDE SEED SUPPLEMENT,Cranberry
CRANBERRY AND GREEN TEA EXTRACT,Cranberry
CRANBERRY AND VITAMIN C,Cranberry
CRANBERRY AZO BLADDER CONTROL,Cranberry
CRANBERRY BENEFITS,Cranberry
CRANBERRY BERCO,Cranberry
"CRANBERRY BERCO (ASCORBIC ACID , VACCINIUM MACROCARPON)",Cranberry
"CRANBERRY BERCO (ASCORBIC ACID, VACCINIUM MACROCARPON)",Cranberry
CRANBERRY BLAAS CMN CAPSULE,Cranberry
CRANBERRY BLADDER CAPSULE,Cranberry
CRANBERRY CAP,Cranberry
CRANBERRY CAP PLUS C,Cranberry
CRANBERRY CAPAUL,Cranberry
CRANBERRY CAPLET,Cranberry
CRANBERRY CAPLETS,Cranberry
CRANBERRY CAPS,Cranberry
CRANBERRY CAPS (MULTIVITAMIN AND MINERAL SUPPLEMENT),Cranberry
CRANBERRY CAPSULE,Cranberry
CRANBERRY CAPSULE (VACCINIUM MACROCARPON),Cranberry
"CRANBERRY CAPSULE, 1000MG",Cranberry
CRANBERRY CAPSULES,Cranberry
CRANBERRY CAPSULES W/ PREBIOTIC AND PROBIOTIC,Cranberry
CRANBERRY CAPUSLE,Cranberry
CRANBERRY CHEW,Cranberry
CRANBERRY CHEW TAB,Cranberry
CRANBERRY CHEWABLES,Cranberry
CRANBERRY CHEWS,Cranberry
CRANBERRY COMPLEX,Cranberry
CRANBERRY CONC-ASCORBIC ACID ORAL,Cranberry
CRANBERRY CONC.,Cranberry
CRANBERRY CONC/ASCORBIC ACID,Cranberry
CRANBERRY CONCA-ASCORBIC ASCID,Cranberry
CRANBERRY CONCENTRATE              /01512301/,Cranberry
CRANBERRY CONCENTRATE              /08793201/,Cranberry
CRANBERRY CONCENTRATE CAPSULES,Cranberry
CRANBERRY CONCENTRATE EXTRACT,Cranberry
CRANBERRY CONCENTRATE ORAL,Cranberry
CRANBERRY CONCENTRATE TABS,Cranberry
CRANBERRY CONCENTRATE [ASCORBIC ACID;VACCINIU,Cranberry
CRANBERRY CONCENTRATE [ASCORBIC ACID;VACCINIUM MACROCARPON FRUIT],Cranberry
CRANBERRY CONCENTRATE [VACCINIUM MACROCARPON],Cranberry
CRANBERRY CONCENTRATED PILL,Cranberry
CRANBERRY CONCENTRATES,Cranberry
CRANBERRY CONCENTRATION/VITAMIN C,Cranberry
CRANBERRY CONE C BACCILUS,Cranberry
CRANBERRY CONTENTRATE,Cranberry
CRANBERRY CR,Cranberry
CRANBERRY DO TERRA: GX ASSIST,Cranberry
CRANBERRY DRAG,Cranberry
CRANBERRY DRUG,Cranberry
CRANBERRY EXCTRACT,Cranberry
CRANBERRY EXRACT,Cranberry
CRANBERRY EXRTRACT,Cranberry
CRANBERRY EXT,Cranberry
CRANBERRY EXTRA,Cranberry
CRANBERRY EXTRACT (HERBAL PREPARATION),Cranberry
CRANBERRY EXTRACT VACCINIUM OXYCOCCUS FRUIT EXTRACT),Cranberry
CRANBERRY EXTRACT [VACCINIUM OXYCOCCOS FRUIT EXTRACT],Cranberry
CRANBERRY EXTRACTE,Cranberry
CRANBERRY EXTRACTS,Cranberry
CRANBERRY EXTRAKT,Cranberry
CRANBERRY FRUIT (ALL OTHER THERAPEUTIC PRODUCTS),Cranberry
CRANBERRY FRUIT 2 CONCENTRATE,Cranberry
CRANBERRY FRUIT CAPSULE,Cranberry
CRANBERRY FRUIT CAPSULES,Cranberry
CRANBERRY FRUIT CON WITH VITAMIN C + E (ALL OTHER NON-THERAPEUTIC PROD,Cranberry
CRANBERRY FRUIT CONCENTRATE,Cranberry
CRANBERRY FRUIT CONCENTRATE WITH VITAMIN C AND E,Cranberry
CRANBERRY FRUIT EXTRACT,Cranberry
CRANBERRY FRUIT PILLS,Cranberry
CRANBERRY FRUIT PLUS VITAMIN C,Cranberry
CRANBERRY FRUIT PO,Cranberry
CRANBERRY FRUIT SUPPLEMENT,Cranberry
CRANBERRY FRUIT WITH VITAMIN C,Cranberry
CRANBERRY FRUT DRUG,Cranberry
CRANBERRY GEL,Cranberry
CRANBERRY GEL CAPS,Cranberry
CRANBERRY GELTABS,Cranberry
CRANBERRY GUMMIES,Cranberry
CRANBERRY HIGHLY CONCENTRATE,Cranberry
CRANBERRY JUICE (VACCINIUM MACROCARPON),Cranberry
CRANBERRY JUICE (VACCINUM MACROCARPON,Cranberry
CRANBERRY JUICE CONCENTRATE,Cranberry
CRANBERRY JUICE [VACCINIUM MACROCARPON JUICE],Cranberry
CRANBERRY JUNEK CAPSULES,Cranberry
CRANBERRY KRING CAPS,Cranberry
CRANBERRY LOZENGES,Cranberry
CRANBERRY MACROCARPON),Cranberry
CRANBERRY MEDICATION (VACCINIUM MACROCARPON),Cranberry
CRANBERRY NS,Cranberry
CRANBERRY NS (VACCINUM MACROCARPON),Cranberry
CRANBERRY ORAL TABLET,Cranberry
CRANBERRY PILL,Cranberry
CRANBERRY PILL (GENERAL NUTRIENTS),Cranberry
CRANBERRY PILL (VACCINIUM MACROCARPON),Cranberry
CRANBERRY PILL WITH VITAMIN D IN IT,Cranberry
CRANBERRY PILL(S),Cranberry
CRANBERRY PILLS (CRANBERRY PILLS),Cranberry
CRANBERRY PILLS (NATURE'S BOUNTY),Cranberry
CRANBERRY PILLS (VACCINIUM MACROCARPON),Cranberry
CRANBERRY PILLS OTC,Cranberry
CRANBERRY PLUS,Cranberry
CRANBERRY PLUS C,Cranberry
CRANBERRY PLUS VIITAMIN C,Cranberry
CRANBERRY PLUS VIT C,Cranberry
CRANBERRY PLUS VITAMIN C,Cranberry
CRANBERRY PLUS [JUNIPERUS COMMUNIS;VACCINIUM MACROCARPON],Cranberry
CRANBERRY PO,Cranberry
CRANBERRY POTION,Cranberry
CRANBERRY POWDER,Cranberry
CRANBERRY POWDER CAPSULES  (CRANBERRY POWDER CAPSULES) CAPSULE,Cranberry
CRANBERRY POWER CAPS 425MG,Cranberry
CRANBERRY PROBIOTIC,Cranberry
CRANBERRY PROBIOTIC PILLS,Cranberry
CRANBERRY S GR,Cranberry
CRANBERRY SACHE,Cranberry
CRANBERRY SAUCE,Cranberry
CRANBERRY SOFT,Cranberry
CRANBERRY SOFT GEL,Cranberry
CRANBERRY SOFT GELS,Cranberry
CRANBERRY SOFTGEL,Cranberry
CRANBERRY SOFTGELS,Cranberry
CRANBERRY SQ CAP,Cranberry
CRANBERRY STANDISIZED,Cranberry
CRANBERRY SUP,Cranberry
CRANBERRY SUPER STRENGTH,Cranberry
CRANBERRY SUPPLEMENT,Cranberry
CRANBERRY SUPPLEMENT (VACCINIUM MACROCARPON),Cranberry
CRANBERRY SUPPLEMENT/VITAMIN C,Cranberry
CRANBERRY SUPPLEMENTS,Cranberry
CRANBERRY SUPPLIMENT,Cranberry
CRANBERRY SUPPLMENT,Cranberry
CRANBERRY SUPPOSITORY,Cranberry
CRANBERRY SUPPS,Cranberry
CRANBERRY TAB,Cranberry
CRANBERRY TABLET,Cranberry
CRANBERRY TABLET (CRANBERRY),Cranberry
CRANBERRY TABLET (VACCINIUM MACROCARPON),Cranberry
CRANBERRY TABLETS,Cranberry
CRANBERRY TABLETS (CRANBERRY),Cranberry
CRANBERRY TABLETS (VACCINIUM MACROCARPON),Cranberry
CRANBERRY TABLETS FOLIC ACID,Cranberry
CRANBERRY TABLETS WITH VITAMIN C,Cranberry
CRANBERRY TABLETS.,Cranberry
CRANBERRY TABS,Cranberry
CRANBERRY TRIPLE STRENGTH,Cranberry
CRANBERRY TRIPLE STRENGTH WITH VITAMIN C,Cranberry
CRANBERRY URINARY TRACT SUPPLEMENT,Cranberry
CRANBERRY VITAMIN C,Cranberry
CRANBERRY VITAMIN C VITAMIN E,Cranberry
CRANBERRY VITMAINS,Cranberry
CRANBERRY W D-MANNOSE,Cranberry
CRANBERRY WITH C,Cranberry
CRANBERRY WITH E,Cranberry
CRANBERRY WITH VIT C,Cranberry
CRANBERRY WITH VIT. C AND VIT. D,Cranberry
CRANBERRY WITH VITAMIN C,Cranberry
CRANBERRY WITH VITAMIN C EXTRACT,Cranberry
CRANBERRY WITH VITAMIN D,Cranberry
CRANBERRY [ASCORBIC ACID;VACCINIUM MACROCARPON],Cranberry
CRANBERRY [ASCORBIC ACID;VACCINIUM SPP.],Cranberry
CRANBERRY [CARTHAMUS TINCTORIUS;VACCINIUM MACROCARPON],Cranberry
CRANBERRY [VACCINIUM MACROCARPON,Cranberry
CRANBERRY [VACCINIUM MACROCARPON DRY JUICE],Cranberry
CRANBERRY [VACCINIUM MACROCARPON FRUIT],Cranberry
CRANBERRY [VACCINIUM MACROCARPON],Cranberry
CRANBERRY [VACCINIUM SPP. FRUIT],Cranberry
CRANBERRY [VACCINIUM SPP.FRUIT],Cranberry
CRANBERRY [VACCINIUM SPP.],Cranberry
CRANBERRY [VACCINIUM SPP],Cranberry
CRANBERRY(VACCINIUM OXYCOCCUS FRUIT EXTRACT),Cranberry
CRANBERRY+,Cranberry
CRANBERRY+ VITAMIN C AND E,Cranberry
CRANBERRY+VIT C,Cranberry
CRANBERRY+VITAMIN C,Cranberry
"CRANBERRY, D-MANNOSE",Cranberry
"CRANBERRY, DILTIAZEM, FENOFIBRATE",Cranberry
CRANBERRY-PROBIOTIC,Cranberry
CRANBERRY-PROBIOTICS-VITAMIN C,Cranberry
CRANBERRY-VIT C,Cranberry
CRANBERRY-VITAMIN C,Cranberry
CRANBERRY/ VITAMIN C/VITAMIN E,Cranberry
CRANBERRY//VACCINIUM MACROCARPON,Cranberry
CRANBERRY/01512301,Cranberry
CRANBERRY/01512301/(VACCINIUM MACROCARPON),Cranberry
CRANBERRY/CAP VIT C,Cranberry
CRANBERRY/D3,Cranberry
CRANBERRY/PROBIOTIC,Cranberry
CRANBERRY/PROBIOTICS,Cranberry
CRANBERRY/VACCINIUM MACROCARPON,Cranberry
CRANBERRY/VIT C,Cranberry
CRANBERRY/VITAMIN C,Cranberry
CRANBERRY/VITAMIN C/VITAMIN E,Cranberry
CRANBERRY?PROBIOTIC,Cranberry
CRANBERRY?VITAMIN C,Cranberry
CRANBERRYBIDINI,Cranberry
CRANBERRYNE,Cranberry
CRANBERRYPILLEN,Cranberry
CRANBERRYSAN,Cranberry
CRANBERRYTABLETS,Cranberry
CRANBERRY[VACCINIUM MACROCARPON],Cranberry
CRANBERRY\ASCORBIC ACID,Cranberry
CRANBERY,Cranberry
CRANBURY,Cranberry
CRANDBERRY,Cranberry
CRANNBERRY,Cranberry
D-MANNOSE + CRANBERRY,Cranberry
D-MANNOSE W/CRANBERRY + DANDELION EXTRACT,Cranberry
ELLURA CRANBERRY CAPSULES,Cranberry
EQL CRANBERRY,Cranberry
ESTER-C WITH CRANBERRY,Cranberry
GARDEN OF LIFE URINARY + (PROBIOTIC/CRANBERRY EXTRACT),Cranberry
GNP CRANBERRY,Cranberry
GRANBERRY,Cranberry
GREENS AND CRANBERRY,Cranberry
NATURE MADE SUPER STRENGTH CRANBERRY,Cranberry
NATURE'S BOUNTY CRANBERRY PILL,Cranberry
NATURE'S BOUNTY TRIPLE STRENGTH CRANBERRY,Cranberry
NATURES BOUNTY CRANBERRY,Cranberry
NATURES BOUNTY CRANBERRY PLUS C,Cranberry
NATURES BOUNTY CRANBERRY-THERAPY,Cranberry
ONE CRANBERRY  PILL,Cranberry
ONE DAILY MENS MULTIVATIMINS  + CRANBERRY,Cranberry
OTC CRANBERRY,Cranberry
OTHER SPECIFIC MEDICATION (CRANBERRY CAPSULES),Cranberry
OVER THE COUNTER CRANBERRY PILLS,Cranberry
PRIOBIOTICS - CRANBERRY PILLS,Cranberry
RA CRANBERRY,Cranberry
RED CRANBERRY (UNK INGREDIENTS),Cranberry
SUPER CRANBERRY,Cranberry
SUPPLEMENT WITH CRANBERRY,Cranberry
THERACRAN (CONCENTRATED CRANBERRY),Cranberry
THERALOGIX CRANBERRY,Cranberry
TRANS CRANBERRY,Cranberry
TRANS CRANBERRY TABLET,Cranberry
TRIPLE STRENGTH CRANBERRY PILLS,Cranberry
TRUNATURE CRANBERRY,Cranberry
TRUS NATURE CRANBERRY PILLS,Cranberry
UHE RED YEAST RICE CRANBERRY,Cranberry
ULTRA CRANBERRY,Cranberry
UNSPECIFIED CRANBERRY PILL,Cranberry
UROVIT CRANBERRY,Cranberry
VITAMIN C AND E (CRANBERRY CONCENTRATE),Cranberry
VITAMIN C-VITAMIN E (CRANBERRY CONCENTRATE),Cranberry
VITAMIN C-VITAMIN E -CRANBERRY CONCENTRATE,Cranberry
VITAMIN C/CRANBERRY,Cranberry
VITAMIN CRANBERRY,Cranberry
VITAMIN E/LUTEIN/CRANBERRY,Cranberry
CRABERRY (VACCINIUM MACROCARPON),Cranberry
CANBERRY TAB,Cranberry
VACCINIUM MACROCARPON FRUIT JUICE,Cranberry
VACCINIUM MACROCARPON FRUIT,Cranberry
VACCINIUM MACROCARPON/ASCORBIC ACID,Cranberry
VACCINIUM MACROCARPON,Cranberry
VACCINIUM MACROCARPON/VITAMIN C,Cranberry
VACCINIUM MACROCARPON/ZINC,Cranberry
VACCINIUMM ACROCARPON,Cranberry
VACCINIUM MYRTILLUS FRUIT,Cranberry
EFANOL EVENING PRIM ROSE OIL,Evening primrose oil
EVENING PRIMROSE OLD,Evening primrose oil
AFEMOL,Evening primrose oil
EFAMOL,Evening primrose oil
EFAMOL                             /00986101/,Evening primrose oil
"EFAMOL (OENOTHERA BIENNIS, TOCOPHERYL ACETATE)",Evening primrose oil
EVENING PRIM ROSE OIL,Evening primrose oil
EVENING PRIMEROSE OIL,Evening primrose oil
EVENING PRIMOSE OIL,Evening primrose oil
EVENING PRIMPROSE OIL,Evening primrose oil
EVENING PRMROSE OIL,Evening primrose oil
EVENINIG PRIMROSE OIL,Evening primrose oil
PRIMROSE EXTRACT,Evening primrose oil
"EFALEX (EVENING PRIMROSE OIL, OENOTHERA BIENNIS OIL, OMEGA-3 MARINE TR",Evening primrose oil
EQL EVENINNG PRIMEROSE OIL,Evening primrose oil
EVENING PRIM ROSE,Evening primrose oil
EVENING PRIME ROSE OIL,Evening primrose oil
EVENING PRIMEROSE,Evening primrose oil
EVENING PRIMOSE,Evening primrose oil
EVENING PRIMROS,Evening primrose oil
EVENING PRIMROSE OIL (GAMOLENIC ACID),Evening primrose oil
EVENING PRIMROSE OIL (GAMOLENIC ACID) CAPSULE,Evening primrose oil
EVENING PRIMROSE OIL (ODENOTHERA BIENNIS OIL),Evening primrose oil
EVENING PRIMROSE OIL (OENOTHERA BIENNIS OIL),Evening primrose oil
EVENING PRIMROSE OIL (OENOTHERA BIENNIS OIL) (TA),Evening primrose oil
EVENING PRIMROSE OIL 1 GM + LA + GLA FIBER CAPSULES,Evening primrose oil
EVENING PRIMROSE OIL [OENOTHERA BIENNIS OIL],Evening primrose oil
SEVEN SEAS ONE A DAY PURE COD LIVER OIL PLUS EVENING PRIMROSE OIL,Evening primrose oil
TESCO HIGH STRENGHT EVENING PRIMROSE OIL,Evening primrose oil
EVENING PROMISE OIL,Evening primrose oil
EVENING PRIMEROSE OIL MULTI-DAY,Evening primrose oil
EVENING PRIMOSE OIL (OENOTHERA BIENNIS OIL),Evening primrose oil
EVENING PRIMROSE       (OENOTHERA BIENNIS OIL),Evening primrose oil
EVENING PRIMROSE (OENOTHERA BIENNIS OIL),Evening primrose oil
NAUDICELLE OENOTHERA BIENNIS OIL,Evening primrose oil
"NAUDICELLE PLUS (OENOTHERA BIENNIS OIL, TOCOPHEROLS MIXED, TOCOPHERYL ACETATE)",Evening primrose oil
NAUDICELLE [OENOTHERA BIENNIS OIL;TOCOPHEROL],Evening primrose oil
NAUDICELLE [OENOTHERA BIENNIS OIL],Evening primrose oil
OENOTHERA OIL,Evening primrose oil
OMEGA 3 6 9 [FISH OIL;LINUM USITATISSIMUM SEED OIL;OENOTHERA BIENNIS O,Evening primrose oil
OMEGA 3 6 9 [FISH OIL;OENOTHERA BIENNIS OIL;PERILLA SPP. OIL],Evening primrose oil
OMEGA 3 6 9 [LINUM USITATISSIMUM OIL;OENOTHERA BIENNIS OIL;SALMON OIL],Evening primrose oil
"PREVELIP (CUCURBITA PEPO OIL, LINUM USITATISSMUM OIL OIL, OENOTHERA BIENNISOIL, RIBES NIGRUM OIL, BRASSICA CAMPESTRIS OIL) (CUCURBITA PEPO OIL, LINUM USITATISSIMUM OIL, OENOTHERA BIENNIS OIL, RIBES NIGRUM OIL, BRASSICA CAMPESTRIS OIL)",Evening primrose oil
PRIMROSE OIL (OENOTHERA BIENNIS OIL),Evening primrose oil
"TOCOPHERYL ACETATE, TOCOPHEROLS MIXED, OENOTHERA BIENNIS OIL",Evening primrose oil
"WOMEN'S MULTI (ASCORBIC ACID, BETACAROTENE, BIOTIN, CALCIUM AMINO ACID CHELATE, CALCIUM PANTOTHENATE, CHROMIUM AMINO ACID CHELATE, COPPER AMINO ACID CHELATE, CYANOCOBALAMIN, EQUISETUM ARVENSE STEM, FERROUS FUMARATE, FOLIC ACID, LAMINARIA DIGITATA POWDER, MAGNESIUM OXIDE, MANGANESE AMINO ACID CHELATE, NICOTINAMIDE, OENOTHERA BIENNIS OIL, POTASSIUM AMINO ACID CHELATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, SELENIUM AMINO ACID CHELATE, THIAMINE MONONITRATE, ZINC AMINO ACID CHELATE)",Evening primrose oil
"WOMEN'S MULTI (ASCORBIC ACID, BETACAROTENE, BIOTIN, CALCIUM AMINO ACID CHELATE, CALCIUM PANTOTHENATE, CHROMIUM AMINO ACID CHELATE, COPPER AMINO ACID CHELATE, CYANOCOBALAMIN, EQUISETUM ARVENSE STEM, FERROUS FUMARATE, FOLIC ACID, LAMINARIA DIGITATA POWDER, MAGNESIUM OXIDE, MANGANESE AMINO ACID CHELATE, NICOTINAMIDE, OENOTHERA BIENNIS OIL, POTASSIUM AMINO ACID CHELATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, SELENIUM AMINO ACID CHELATE, THIAMINE MONONITRATE, ZINC AMINO ACID CHELATE) TABLET",Evening primrose oil
"WOMEN'S MULTI (CALCIUM AMINO ACID CHELATE, CALCIUM PANTOTHENATE, NICOTINAMIDE, CHROMIUM AMINO ACID CHELATE,BIOTIN,FOLIC ACID,LAMINARIA DIGITATA POWDER,SELENIUM AMINO ACID CHELATE,THIAMINE MONONITRATE,MANGANESE AMINO ACID CHELATE,PYRIDOXINE HYDROCHLORIDE,BETACAROTENE,FERROUS FUMARATE,RIBOFLAVIN,POTASSIUM AMINO ACID CHELATE,ZINC AMINO ACID CHELATE,OENOTHERA BIENNIS OIL,EQUISETUM ARVENSE STEM,ASCORBIC ACID,COPPER AMINO ACID CHELATE,MAGNESIUM OXIDE,CYANO0OBALAMIN) UNKNOWN",Evening primrose oil
OENOTHERA,Evening primrose oil
PRIMROSE OIL ADVANCED,Evening primrose oil
PRIMROSE OIL CAP,Evening primrose oil
PRIMROSE OIL CAPS,Evening primrose oil
PRIMROSE OIL CAPSULE,Evening primrose oil
PRIMROSE OIL CRANBERR,Evening primrose oil
ALLIUM SATIVUM BULB,Garlic
"ALLIGOA (ALLIUM SATIVUM, ALLIUM SATIVUM EXTRACT, CRATAEGUS EXTRACT, CR",Garlic
ALLIUM SATIVUM,Garlic
ALLIUM SATIVUM (DIETARY SUPPLEMENT\HERBALS),Garlic
ALLIUM SATIVUM (GARLICIN CARDIO),Garlic
ALLIUM SATIVUM (ODORLESS GARLIC EXTRACT),Garlic
ALLIUM SATIVUM EXTRACT,Garlic
ALLIUM SATIVUM EXTRACT (ALLIUM SATIVUM EXTRACT),Garlic
ALLIUM SATIVUM OIL,Garlic
ALLIUM SATIVUM W/BEESWAX/GLYCINE MAX OIL,Garlic
ALLIUM SATIVUM(ALLIUM SATIVUM),Garlic
"ALLIUM SATIVUM, ASCORBIC ACID, CALCIUM PANTOTHENATE, CYANOCOBALAMIN, N",Garlic
ALLIUM SATIVUM/ALPHA TOCOPHEROL/ASCORBIC ACID/BIOTIN/CALCIUM/CAMELLIA,Garlic
ALLIUM SATIVUM/CAPSICUM ANNUUM/CRATAEGUS SPP./VACCINIUM MYRTILLUS/ZINGIBER OFFICINALE,Garlic
ALLIUM SATIVUM/VACCINIUM MYRTILLUS/ZINGIBER OFFICINALE/CAPSICUM ANNUUM/CRATAEGUS SPP.,Garlic
ALLIUM SATIVUM;ASCORBIC ACID;CALCIUM PANTOTHENATE;CYANOCOBALAMIN;NICOT,Garlic
ALLIUM SATIVUM;ASCORBIC ACID;CAROTENOIDS NOS;CHROMIUM;COPPER;FOLIC ACI,Garlic
COLD?EEZE [ALLIUM SATIVUM;ECHINACEA SPP.],Garlic
"FOOD - PLANT SOURCE, GARLIC, ALLIUM SATIVUM",Garlic
GARLIC           (ALLIUM SATIVUM),Garlic
GARLIC  /01570501/ (ALLIUM SATIVUM),Garlic
GARLIC ( ALLIUM SATIVUM),Garlic
GARLIC (ALLIUM SATIVUM),Garlic
GARLIC (ALLIUM SATIVUM) OIL,Garlic
GARLIC (ALLIUM SATIVUM) PILL (EXCEPT TABLETS),Garlic
GARLIC (ALLIUM SATIVUM) UNKNOWN,Garlic
